,Unnamed: 0,entity_term,entity_name
15797,15797,American hantavirus infection syndrome,adverse
15798,15798,Hanta virus infection (american),adverse
15799,15799,Hantavirus pulmonary infection,adverse
15800,15800,Hanta virus pulmonary syndrome,adverse
15801,15801,Hantavirus pulmonary syndrome,adverse
15802,15802,Haptoglobin abnormal,adverse
15803,15803,Haptoglobin decreased,adverse
15804,15804,Haptoglobin low,adverse
15805,15805,Haptoglobin high,adverse
15806,15806,Haptoglobin increased,adverse
15807,15807,Harlequin fetus,adverse
15808,15808,Harlequin foetus,adverse
15809,15809,Hartnup disease,adverse
15810,15810,Head banging,adverse
15811,15811,Fullness head,adverse
15812,15812,Head discomfort,adverse
15813,15813,Head fullness,adverse
15814,15814,Head pressure,adverse
15815,15815,Heaviness of head,adverse
15816,15816,Head injury,adverse
15817,15817,"Open wound of forehead, complicated",adverse
15818,15818,"Open wound of forehead, uncomplicated",adverse
15819,15819,Other open wound of head,adverse
15820,15820,Late effects of head trauma,adverse
15821,15821,Skull trauma,adverse
15822,15822,Cephalalgia,adverse
15823,15823,Cephalalgia or cephalgia,adverse
15824,15824,Cephalgia,adverse
15825,15825,Forehead headache,adverse
15826,15826,Head pain,adverse
15827,15827,Head throbbing,adverse
15828,15828,Headache,adverse
15829,15829,Headache (except migraine) aggravated,adverse
15830,15830,Headache discomfort,adverse
15831,15831,Headache dull,adverse
15832,15832,Headache fullness,adverse
15833,15833,Headache NOS,adverse
15834,15834,Headache NOS aggravated,adverse
15835,15835,Headache occurring,adverse
15836,15836,Headache temporal,adverse
15837,15837,Headache transient,adverse
15838,15838,Hemicephalgia,adverse
15839,15839,Hemicrania,adverse
15840,15840,Nocturnal headache,adverse
15841,15841,Pain head,adverse
15842,15842,Pounding in head,adverse
15843,15843,Temporal headache,adverse
15844,15844,Headache aggravated,adverse
15845,15845,Frontal headache,adverse
15846,15846,Occipital headache,adverse
15847,15847,Parietal headache,adverse
15848,15848,Headache unilateral,adverse
15849,15849,Drug-induced headache,adverse
15850,15850,Frequent headaches,adverse
15851,15851,Chronic headaches,adverse
15852,15852,Headache (excl migraine) aggravated,adverse
15853,15853,Throbbing headache,adverse
15854,15854,Intermittent headache,adverse
15855,15855,Retroauricular pain,adverse
15856,15856,Headache recurrent,adverse
15857,15857,Hemicephalalgia,adverse
15858,15858,Ice pick headache,adverse
15859,15859,Nuchal headache,adverse
15860,15860,Persistent headache,adverse
15861,15861,Congenital heart block,adverse
15862,15862,Heart block congenital,adverse
15863,15863,Anomaly cardiac,adverse
15864,15864,Anomaly heart,adverse
15865,15865,Congenital heart disease NOS,adverse
15866,15866,Disease heart congenital (NOS),adverse
15867,15867,Heart disease congenital,adverse
15868,15868,Heart malformation,adverse
15869,15869,Malformation heart (NOS),adverse
15870,15870,Other congenital anomalies of heart,adverse
15871,15871,Other specified congenital anomalies of heart,adverse
15872,15872,Unspecified congenital anomaly of heart,adverse
15873,15873,Acyanotic heart disease,adverse
15874,15874,Cyanotic heart disease,adverse
15875,15875,Heart rate abnormal,adverse
15876,15876,Heart rate decreased,adverse
15877,15877,Heart rate low,adverse
15878,15878,Low pulse rate,adverse
15879,15879,Pulse decreased,adverse
15880,15880,Pulse rate decrease,adverse
15881,15881,Pulse rate decrease marked,adverse
15882,15882,Pulse rate decreased,adverse
15883,15883,Pulse rate fell,adverse
15884,15884,Pulse rate low,adverse
15885,15885,Slow pulse,adverse
15886,15886,Heart rate high,adverse
15887,15887,Heart rate increased,adverse
15888,15888,Heart sound accelerated,adverse
15889,15889,Heartbeats increased,adverse
15890,15890,High pulse rate,adverse
15891,15891,Pulse increased,adverse
15892,15892,Pulse rapid,adverse
15893,15893,Pulse rate increased,adverse
15894,15894,Quick pulse,adverse
15895,15895,Heart irregular,adverse
15896,15896,Heart rate irregular,adverse
15897,15897,Heartbeats irregular,adverse
15898,15898,Irregular pulse,adverse
15899,15899,Pulse irregular,adverse
15900,15900,Pulse irregularity NOS,adverse
15901,15901,"Abnormal heart sounds, other",adverse
15902,15902,Gallop rhythm present,adverse
15903,15903,Heart sound abnormal,adverse
15904,15904,Heart sounds abnormal,adverse
15905,15905,Other abnormal heart sounds,adverse
15906,15906,Abnormal first heart sound,adverse
15907,15907,First cardiac sound abnormality,adverse
15908,15908,Gallop rhythm,adverse
15909,15909,Midsystolic click,adverse
15910,15910,Paradoxical splitting,adverse
15911,15911,Second cardiac sound abnormality,adverse
15912,15912,Paradoxical splitting of second cardiac sound,adverse
15913,15913,Heart transplant rejection,adverse
15914,15914,Heart-lung transplant rejection,adverse
15915,15915,Heat cramps,adverse
15916,15916,Heat exhaustion,adverse
15917,15917,Heat exhaustion due to salt depletion,adverse
15918,15918,"Heat exhaustion, anhydrotic",adverse
15919,15919,"Heat exhaustion, unspecified",adverse
15920,15920,"Heat fatigue, transient",adverse
15921,15921,Heat edema,adverse
15922,15922,Heat oedema,adverse
15923,15923,Heat collapse,adverse
15924,15924,Heat prostration,adverse
15925,15925,Heat stroke,adverse
15926,15926,Heat stroke and sunstroke,adverse
15927,15927,Heat syncope,adverse
15928,15928,Sun stroke,adverse
15929,15929,Sunstroke,adverse
15930,15930,Thermoplegia,adverse
15931,15931,Heavy chain disease,adverse
15932,15932,Heerfordt's syndrome,adverse
15933,15933,Uveoparotid fever,adverse
15934,15934,Heinz bodies,adverse
15935,15935,Hemianopia,adverse
15936,15936,Hemianopia hemianopsia,adverse
15937,15937,Hemianopia NOS,adverse
15938,15938,Hemianopsia,adverse
15939,15939,Hemianopia bitemporal,adverse
15940,15940,Hemianopia heteronymous,adverse
15941,15941,Heteronymous bilateral field defects,adverse
15942,15942,Heteronymous hemianopsia,adverse
15943,15943,Hemianopia homonymous,adverse
15944,15944,Homonymous bilateral field defects,adverse
15945,15945,Homonymous hemianopsia,adverse
15946,15946,Hemihypertrophy,adverse
15947,15947,Hemiparesis,adverse
15948,15948,Hemiparesis (left),adverse
15949,15949,Hemiparesis (right),adverse
15950,15950,Transient hemiparesis,adverse
15951,15951,Weakness left or right side,adverse
15952,15952,Hemiparesis transient,adverse
15953,15953,Spastic hemiparesis,adverse
15954,15954,Muscle weakness left-sided,adverse
15955,15955,Muscle weakness right-sided,adverse
15956,15956,Unilateral weakness of limbs,adverse
15957,15957,Flaccid hemiplegia,adverse
15958,15958,Hemiplegia,adverse
15959,15959,Hemiplegia (left),adverse
15960,15960,Hemiplegia (right),adverse
15961,15961,Hemiplegia crossed,adverse
15962,15962,Hemiplegia transient,adverse
15963,15963,"Hemiplegia, unspecified",adverse
15964,15964,Left hemiplegia,adverse
15965,15965,Left sided paralysis,adverse
15966,15966,Other specified hemiplegia,adverse
15967,15967,Paralysis one side of body,adverse
15968,15968,Right hemiplegia,adverse
15969,15969,Right sided paralysis,adverse
15970,15970,Spastic hemiplegia,adverse
15971,15971,Hemiplegic migraine,adverse
15972,15972,Migraine hemiplegic,adverse
15973,15973,Hemivertebra,adverse
15974,15974,Allergic purpura,adverse
15975,15975,Allergic vascular purpura,adverse
15976,15976,Anaphylactic vascular purpura,adverse
15977,15977,Anaphylactoid purpura,adverse
15978,15978,Anaphylactoid vascular purpura,adverse
15979,15979,Henoch Shonlein purpura,adverse
15980,15980,Henoch-Schonlein,adverse
15981,15981,Henoch-Schonlein purpura,adverse
15982,15982,Purpura allergic,adverse
15983,15983,Purpura anaphylactoid,adverse
15984,15984,Purpura vascular allergic,adverse
15985,15985,Schoenlein-Henoch purpura,adverse
15986,15986,Vasculitis Henoch-Schonlein like,adverse
15987,15987,Rheumatic purpura,adverse
15988,15988,Hepaplastin abnormal,adverse
15989,15989,Hepaplastin decreased,adverse
15990,15990,Hepaplastin low,adverse
15991,15991,Hepaplastin value decreased,adverse
15992,15992,Hepaplastin increased,adverse
15993,15993,Adenoma liver,adverse
15994,15994,Hepatic adenoma,adverse
15995,15995,Hepatocellular adenoma,adverse
15996,15996,Solitary hepatocellular adenoma,adverse
15997,15997,Hepatic arteriovenous malformation,adverse
15998,15998,Hepatic artery aneurysm,adverse
15999,15999,Hepatic artery embolism,adverse
16000,16000,Hepatic artery thrombosis,adverse
16001,16001,Atrophy liver,adverse
16002,16002,Atrophy of hepatocytes,adverse
16003,16003,Hepatic atrophy,adverse
16004,16004,Hepatic size reduced,adverse
16005,16005,Chronic liver disease and cirrhosis,adverse
16006,16006,Cirrhosis liver,adverse
16007,16007,Cirrhosis liver postnecrotic,adverse
16008,16008,Cirrhosis of liver,adverse
16009,16009,Cirrhosis of liver without mention of alcohol,adverse
16010,16010,Hepatic cirrhosis,adverse
16011,16011,Hepatic cirrhosis NOS,adverse
16012,16012,Hepatic cirrhosis post necrotic,adverse
16013,16013,Liver cirrhosis,adverse
16014,16014,Cirrhosis liver post necrotic,adverse
16015,16015,Decompensated cirrhosis,adverse
16016,16016,Compensated cirrhosis,adverse
16017,16017,Micronodular cirrhosis,adverse
16018,16018,Chronic passive congestion of liver,adverse
16019,16019,Hepatic congestion,adverse
16020,16020,Acute hepatic congestion,adverse
16021,16021,Hepatic cyst,adverse
16022,16022,Hepatic cyst NOS,adverse
16023,16023,"Echinococcosis, unspecified, of liver",adverse
16024,16024,Echinococcus granulosus infection of liver,adverse
16025,16025,Echinococcus multilocularis infection of liver,adverse
16026,16026,Hepatic echinococciasis,adverse
16027,16027,Alveolar echinococcosis,adverse
16028,16028,Encephalopathy hepatic,adverse
16029,16029,Hepatic encephalopathy,adverse
16030,16030,Failure liver,adverse
16031,16031,Hepatic failure,adverse
16032,16032,Liver failure,adverse
16033,16033,Hepatic insufficiency,adverse
16034,16034,Hepatobiliary insufficiency,adverse
16035,16035,Hepatic decompensation,adverse
16036,16036,Fibrosis liver,adverse
16037,16037,Hepatic fibrosis,adverse
16038,16038,Acute derangement of liver function,adverse
16039,16039,Dysfunction hepatic nonicteric,adverse
16040,16040,Function liver abnormal,adverse
16041,16041,Function liver decreased,adverse
16042,16042,Hepatic dysfunction allergic,adverse
16043,16043,Hepatic dysfunction nonicteric,adverse
16044,16044,Hepatic dysfunction NOS,adverse
16045,16045,Hepatic dysfunction transient,adverse
16046,16046,Hepatic function abnormal,adverse
16047,16047,Hepatic function abnormal NOS,adverse
16048,16048,Hepatic function aggravated,adverse
16049,16049,Hepatic function decreased,adverse
16050,16050,Hepatic function disorder,adverse
16051,16051,Impaired liver function,adverse
16052,16052,Hepatic function abnormal aggr.,adverse
16053,16053,Hepatic impairment,adverse
16054,16054,Hepatic dysfunction non-icteric,adverse
16055,16055,Dysfunction hepatic non-icteric,adverse
16056,16056,Hepatic haematoma,adverse
16057,16057,Hepatic hematoma,adverse
16058,16058,Hemorrhage of liver,adverse
16059,16059,Hepatic haemorrhage,adverse
16060,16060,Hepatic hemorrhage,adverse
16061,16061,Haemorrhage of liver,adverse
16062,16062,Hepatic bleeding,adverse
16063,16063,Hepatic infarct,adverse
16064,16064,Hepatic infarction,adverse
16065,16065,Infarct liver,adverse
16066,16066,Infarct of liver,adverse
16067,16067,Acute and subacute necrosis of liver,adverse
16068,16068,Hepatic lobule necrosis,adverse
16069,16069,Hepatic necrosis,adverse
16070,16070,Hepatic necrosis extensive,adverse
16071,16071,Hepatitis necrotizing,adverse
16072,16072,Liver necrosis,adverse
16073,16073,Necrosis hepatocellular,adverse
16074,16074,Necrosis liver,adverse
16075,16075,Necrosis liver focal,adverse
16076,16076,Subacute hepatic necrosis,adverse
16077,16077,Hepatitis necrotising,adverse
16078,16078,Hepatic neoplasia,adverse
16079,16079,Hepatic neoplasm,adverse
16080,16080,Hepatic neoplasm NOS,adverse
16081,16081,Liver neoplasm,adverse
16082,16082,Liver tumor,adverse
16083,16083,Liver tumor NOS,adverse
16084,16084,Liver tumour NOS,adverse
16085,16085,Neoplasm liver,adverse
16086,16086,Tumor liver,adverse
16087,16087,Liver tumour,adverse
16088,16088,Tumour liver,adverse
16089,16089,Hepatic pain,adverse
16090,16090,Liver pain,adverse
16091,16091,Hepatobiliary pain,adverse
16092,16092,Hepatic rupture,adverse
16093,16093,Liver rupture,adverse
16094,16094,Hepatorrhexis,adverse
16095,16095,Degeneration fatty liver,adverse
16096,16096,Fatty liver,adverse
16097,16097,Fatty liver infiltration,adverse
16098,16098,Fatty liver metamorphosis,adverse
16099,16099,Hepatic macrosteatosis,adverse
16100,16100,Hepatic microsteatosis,adverse
16101,16101,Hepatic steatosis,adverse
16102,16102,Infiltration fatty liver,adverse
16103,16103,Liver fatty,adverse
16104,16104,Liver fatty change,adverse
16105,16105,Liver fatty degeneration,adverse
16106,16106,Liver fatty deposit,adverse
16107,16107,Liver fatty deposition,adverse
16108,16108,Liver fatty infiltration,adverse
16109,16109,Liver fatty metamorphosis,adverse
16110,16110,Liver fatty phanerosis,adverse
16111,16111,Metamorphosis fatty liver,adverse
16112,16112,Microvesicular fat disease of liver,adverse
16113,16113,Phanerosis fatty liver,adverse
16114,16114,Steatosis hepatic,adverse
16115,16115,Hepatic vein thrombosis,adverse
16116,16116,Hepatitis,adverse
16117,16117,Hepatitis in other infectious diseases classified elsewhere,adverse
16118,16118,Hepatitis nonicteric,adverse
16119,16119,Hepatitis nonspecific,adverse
16120,16120,Hepatitis NOS,adverse
16121,16121,Hepatitis reactive non-specific,adverse
16122,16122,Hepatitis symptom,adverse
16123,16123,"Hepatitis, unspecified",adverse
16124,16124,Nonspecific hepatitis,adverse
16125,16125,Hepatitis aggravated,adverse
16126,16126,Cytolytic hepatitis,adverse
16127,16127,Hepatitis non-icteric,adverse
16128,16128,Syncytial giant cell hepatitis,adverse
16129,16129,Acute cytolytic hepatitis,adverse
16130,16130,Hepatitis flare,adverse
16131,16131,Liver inflammation,adverse
16132,16132,Acute hepatitis A,adverse
16133,16133,Hep A,adverse
16134,16134,Hepatitis A,adverse
16135,16135,Hepatitis infectious,adverse
16136,16136,Hepatitis infectious NOS,adverse
16137,16137,Infectious hepatitis,adverse
16138,16138,Viral hepatitis A,adverse
16139,16139,Viral hepatitis A with hepatic coma,adverse
16140,16140,Hepatitis A aggravated,adverse
16141,16141,Botkin's disease,adverse
16142,16142,Hepatitis A antibody abnormal,adverse
16143,16143,Hepatitis A antibody negative,adverse
16144,16144,Hepatitis A antibody positive,adverse
16145,16145,Hepatitis A virus IgM antibody positive,adverse
16146,16146,Hepatitis A virus IgG antibody present,adverse
16147,16147,Hepatitis acute,adverse
16148,16148,Acute alcoholic hepatitis,adverse
16149,16149,Alcoholic hepatitis,adverse
16150,16150,Hepatitis alcoholic,adverse
16151,16151,Hep B,adverse
16152,16152,Hepatitis B,adverse
16153,16153,Hepatitis homologous serum-like,adverse
16154,16154,Jaundice hemologous serum-like,adverse
16155,16155,Serum hepatitis,adverse
16156,16156,Viral hepatitis B,adverse
16157,16157,Viral hepatitis B with hepatic coma,adverse
16158,16158,Hepatitis B aggravated,adverse
16159,16159,HBV coinfection,adverse
16160,16160,Hepatitis B flare,adverse
16161,16161,Occult hepatitis B,adverse
16162,16162,Hepatitis B antibody abnormal,adverse
16163,16163,Hepatitis B antibody negative,adverse
16164,16164,Hepatitis B antibody positive,adverse
16165,16165,Australia antigen positive,adverse
16166,16166,Hepatitis B positive SA,adverse
16167,16167,Hepatitis B positive surface antigen,adverse
16168,16168,Hepatitis B surface antigen positive,adverse
16169,16169,Biphasic hepatitis,adverse
16170,16170,Hepatitis C,adverse
16171,16171,Viral hepatitis C,adverse
16172,16172,HCV coinfection,adverse
16173,16173,Hepatitis C aggravated,adverse
16174,16174,Hepatitis C recurrent,adverse
16175,16175,Hepatitis C relapse,adverse
16176,16176,Hepatitis C antibody negative,adverse
16177,16177,Anti-HCV positive,adverse
16178,16178,Hepatitis C antibody positive,adverse
16179,16179,Hepatitis C RNA negative,adverse
16180,16180,Hepatitis C RNA positive,adverse
16181,16181,Cholestatic hepatitis,adverse
16182,16182,Hepatitis cholestatic,adverse
16183,16183,Hepatitis toxic obstructive,adverse
16184,16184,Acute cholestatic hepatitis,adverse
16185,16185,Chronic active hepatitis,adverse
16186,16186,Hepatitis chronic active,adverse
16187,16187,Hepatitis chronic active (immune),adverse
16188,16188,Hepatitis chronic active aggravated,adverse
16189,16189,Hepatitis chronic active aggrav.,adverse
16190,16190,Chronic persistent hepatitis,adverse
16191,16191,Hepatitis chronic acute,adverse
16192,16192,Hepatitis chronic persistent,adverse
16193,16193,Hepatitis D,adverse
16194,16194,Hepatitis delta,adverse
16195,16195,Enterically transmitted non-A non-B hepatitis,adverse
16196,16196,Epidemic non-A non-B hepatitis,adverse
16197,16197,Fecal-oral non-A non-B hepatitis,adverse
16198,16198,Hepatitis E,adverse
16199,16199,Hepatitis E with hepatic coma,adverse
16200,16200,Hepatitis E without mention of hepatic coma,adverse
16201,16201,Faecal-oral non-A non-B hepatitis,adverse
16202,16202,Acute hepatitis E,adverse
16203,16203,Hepatitis F,adverse
16204,16204,Acute fulminant hepatitis,adverse
16205,16205,Hepatitis fulminant,adverse
16206,16206,Subacute fulminant hepatitis,adverse
16207,16207,Hepatitis G,adverse
16208,16208,Hepatitis H,adverse
16209,16209,EBV hepatitis,adverse
16210,16210,Glandular fever hepatitis,adverse
16211,16211,Hepatitis infectious mononucleosis,adverse
16212,16212,Hepatitis mumps,adverse
16213,16213,Mumps hepatitis,adverse
16214,16214,Hepatitis neonatal,adverse
16215,16215,Hep non-A non-B,adverse
16216,16216,Hepatitis (non-A non-B),adverse
16217,16217,Hepatitis non-A non-B,adverse
16218,16218,Non-A non-B hepatitis,adverse
16219,16219,Hepatitis non-A non-B non-C,adverse
16220,16220,Hepatitis post transfusion,adverse
16221,16221,Post transfusion hepatitis,adverse
16222,16222,Hepatitis syphilitic,adverse
16223,16223,Secondary syphilitic hepatitis,adverse
16224,16224,Syphilis of liver,adverse
16225,16225,Hepatitis toxic,adverse
16226,16226,Hepatitis acute toxic,adverse
16227,16227,Hepatitis due to toxoplasmosis,adverse
16228,16228,Hepatitis toxoplasmal,adverse
16229,16229,Hepatitis in viral diseases classified elsewhere,adverse
16230,16230,Hepatitis viral,adverse
16231,16231,Hepatitis viral NOS,adverse
16232,16232,Hepatitis viral-like,adverse
16233,16233,Other specified viral hepatitis with hepatic coma,adverse
16234,16234,Unspecified viral hepatitis with hepatic coma,adverse
16235,16235,Viral hepatitis,adverse
16236,16236,Viral hepatitis NOS,adverse
16237,16237,Viral hepatitis not otherwise specified,adverse
16238,16238,Virus hepatitis,adverse
16239,16239,Acute viral hepatitis,adverse
16240,16240,Chronic viral hepatitis,adverse
16241,16241,Fulminant Wilson's disease,adverse
16242,16242,Hepato-lenticular degeneration,adverse
16243,16243,Inherited copper toxicosis,adverse
16244,16244,Wilson's disease,adverse
16245,16245,Hepatoblastoma recurrent,adverse
16246,16246,Hepatocellular damage neonatal,adverse
16247,16247,Disease hepatocellular,adverse
16248,16248,Hepatic intracellular deposit of bilirubin,adverse
16249,16249,Hepatic intracellular pigmentation,adverse
16250,16250,Hepatocellular abnormality,adverse
16251,16251,Hepatocellular damage,adverse
16252,16252,Hepatocellular damage aggravated,adverse
16253,16253,Hepatocellular damage NOS,adverse
16254,16254,Hepatocellular disturbances,adverse
16255,16255,Hepatocellular injury,adverse
16256,16256,Liver cell damage,adverse
16257,16257,Hepatic cytolysis,adverse
16258,16258,Hepatomegaly,adverse
16259,16259,Liver enlargement,adverse
16260,16260,Failure hepatorenal,adverse
16261,16261,Hepatorenal failure,adverse
16262,16262,Hepatorenal syndrome,adverse
16263,16263,Syndrome hepatorenal,adverse
16264,16264,Hepatosplenomegaly,adverse
16265,16265,Hepatosplenomegaly NOS,adverse
16266,16266,Hepatosplenomegaly neonatal,adverse
16267,16267,Hepatotoxic effect,adverse
16268,16268,Hepatotoxicity,adverse
16269,16269,Hepatotoxicity aggravated,adverse
16270,16270,Hepatotoxicity NOS,adverse
16271,16271,Toxaemia of liver,adverse
16272,16272,Toxemia of liver,adverse
16273,16273,Toxic acute liver disease,adverse
16274,16274,Hereditary angioedema,adverse
16275,16275,Hereditary angioedema breakthrough attack,adverse
16276,16276,Hereditary angioedema attack,adverse
16277,16277,Rebound hereditary angioedema attack,adverse
16278,16278,Hereditary choroidal dystrophies,adverse
16279,16279,Hereditary choroidal dystrophy,adverse
16280,16280,"Hereditary choroidal dystrophy or atrophy, unspecified",adverse
16281,16281,Fructose intolerance hereditary,adverse
16282,16282,Hereditary fructose intolerance,adverse
16283,16283,Hereditary haemorrhagic telangiectasia,adverse
16284,16284,Hereditary hemorrhagic telangiectasia,adverse
16285,16285,Osler-Weber-Rendu disease,adverse
16286,16286,Rendu-Osler-Weber syndrome,adverse
16287,16287,Hereditary neuropathic amyloidosis,adverse
16288,16288,"Hereditary neuropathic amyloidosis, Indiana type",adverse
16289,16289,"Hereditary neuropathic amyloidosis, Iowa type",adverse
16290,16290,"Hereditary neuropathic amyloidosis, Portuguese type",adverse
16291,16291,"Hereditary neuropathic amyloidosis, Swedish type",adverse
16292,16292,Familial amyloid polyneuropathy,adverse
16293,16293,Hereditary optic atrophy,adverse
16294,16294,Leber's hereditary optic atrophy neuropathy,adverse
16295,16295,OPA1 gene mutation,adverse
16296,16296,Hereditary retinal dystrophies,adverse
16297,16297,Hereditary retinal dystrophy,adverse
16298,16298,"Hereditary retinal dystrophy, unspecified",adverse
16299,16299,Hereditary sideroblastic anaemia,adverse
16300,16300,Hereditary sideroblastic anemia,adverse
16301,16301,Hereditary spastic paraplegia,adverse
16302,16302,Strumpell's disease,adverse
16303,16303,Hereditary spherocytosis,adverse
16304,16304,Minkowski-Chauffard syndrome,adverse
16305,16305,Hermaphroditism,adverse
16306,16306,Hernia,adverse
16307,16307,Hernia NOS,adverse
16308,16308,Hernia of other specified sites,adverse
16309,16309,Hernia of unspecified site,adverse
16310,16310,Hernia unspecified site,adverse
16311,16311,Other hernia,adverse
16312,16312,Congenital hernia (except diaphragmatic or hiatal),adverse
16313,16313,Congenital hernia NOS,adverse
16314,16314,Hernia congenital,adverse
16315,16315,Congenital hernia excl diaphragmatic or hiatal,adverse
16316,16316,Coxsackie viral stomatitis,adverse
16317,16317,Herpangina,adverse
16318,16318,Herpangina coxsackie,adverse
16319,16319,Vesicular pharyngitis,adverse
16320,16320,Herpes gestationis,adverse
16321,16321,Herpes gestationnis,adverse
16322,16322,Pemphigoid gestationis,adverse
16323,16323,Herpes hominis type II,adverse
16324,16324,Herpes simplex,adverse
16325,16325,Herpes simplex NOS,adverse
16326,16326,Herpes simplex type I,adverse
16327,16327,Herpes simplex type II,adverse
16328,16328,Herpes simplex with other specified complication,adverse
16329,16329,Herpes simplex with other specified complications,adverse
16330,16330,Herpes simplex with unspecified complication,adverse
16331,16331,Herpes simplex without mention of complication,adverse
16332,16332,Herpetic whitlow,adverse
16333,16333,Herpes simplex aggravated,adverse
16334,16334,HSV infection,adverse
16335,16335,Mucocutaneous herpes simplex,adverse
16336,16336,Herpes simplex type I reactivation,adverse
16337,16337,Herpes simplex reactivation,adverse
16338,16338,Congenital herpes simplex infection,adverse
16339,16339,Perinatal herpes simplex infection,adverse
16340,16340,Disseminated neonatal herpes simplex,adverse
16341,16341,Herpes simplex encephalitis,adverse
16342,16342,Herpes simplex encephalomyelitis,adverse
16343,16343,Herpes simplex meningitis,adverse
16344,16344,Meningitis due to herpes simplex virus,adverse
16345,16345,Herpes simplex otitis externa,adverse
16346,16346,Herpes simplex visceral,adverse
16347,16347,Herpes infection,adverse
16348,16348,Herpes NOS,adverse
16349,16349,Herpes viral infection NOS,adverse
16350,16350,Herpes virus infection,adverse
16351,16351,Herpetiform lesion,adverse
16352,16352,Herpes zoster,adverse
16353,16353,Herpes zoster (excl ophthalmic),adverse
16354,16354,Herpes zoster C2,adverse
16355,16355,Herpes zoster dermatitis,adverse
16356,16356,Herpes zoster NOS,adverse
16357,16357,Herpes zoster with other specified complication,adverse
16358,16358,Herpes zoster with other specified complications,adverse
16359,16359,Herpes zoster with unspecified complication,adverse
16360,16360,Herpes zoster without mention of complication,adverse
16361,16361,Shingles,adverse
16362,16362,Zona,adverse
16363,16363,Herpes zoster reactivation,adverse
16364,16364,Alternating hyperphoria,adverse
16365,16365,Cyclophoria,adverse
16366,16366,Esophoria,adverse
16367,16367,Exophoria,adverse
16368,16368,Heterophoria,adverse
16369,16369,"Heterophoria, unspecified",adverse
16370,16370,Vertical heterophoria,adverse
16371,16371,Hypophoria,adverse
16372,16372,Cataphoria,adverse
16373,16373,Dissociated vertical deviation,adverse
16374,16374,Heterophyiasis,adverse
16375,16375,Hexokinase deficiency anaemia,adverse
16376,16376,Hexokinase deficiency anemia,adverse
16377,16377,Axial hiatal hernia,adverse
16378,16378,H hernia,adverse
16379,16379,Hernia hiatal,adverse
16380,16380,Hiatal hernia,adverse
16381,16381,Hiatal hernia type 1,adverse
16382,16382,Hiatal hernia type 2,adverse
16383,16383,Hiatus hernia,adverse
16384,16384,Paraesophageal hiatal hernia,adverse
16385,16385,Paraoesophageal hiatal hernia,adverse
16386,16386,Rolling hiatal hernia,adverse
16387,16387,Sliding hiatal hernia,adverse
16388,16388,Oesophageal hernia,adverse
16389,16389,Esophageal hernia,adverse
16390,16390,Gastroesophageal hernia,adverse
16391,16391,Gastrooesophageal hernia,adverse
16392,16392,Esophageal hiatal hernia,adverse
16393,16393,Oesophageal hiatal hernia,adverse
16394,16394,Hiccough,adverse
16395,16395,Hiccup,adverse
16396,16396,Hiccups,adverse
16397,16397,Singultation,adverse
16398,16398,Singultous,adverse
16399,16399,Singultus,adverse
16400,16400,Intractable hiccups,adverse
16401,16401,Hidradenitis,adverse
16402,16402,Hidradenitis suppurativa,adverse
16403,16403,Sweat gland inflammation,adverse
16404,16404,Neutrophilic eccrine hidradenitis,adverse
16405,16405,Acne inversa,adverse
16406,16406,High arched palate,adverse
16407,16407,High density lipoprotein abnormal,adverse
16408,16408,High density lipoprotein cholesterol abnormal NOS,adverse
16409,16409,Alpha-lipoprotein abnormal,adverse
16410,16410,Decreased HDL,adverse
16411,16411,HDL cholesterol decreased,adverse
16412,16412,HDL decreased,adverse
16413,16413,HDL low,adverse
16414,16414,High density lipoprotein cholesterol decreased,adverse
16415,16415,High density lipoprotein cholesterol low,adverse
16416,16416,High density lipoprotein decrease,adverse
16417,16417,High density lipoprotein decreased,adverse
16418,16418,Low HDL,adverse
16419,16419,Alpha-lipoprotein decreased,adverse
16420,16420,HDL increased,adverse
16421,16421,HDL raised,adverse
16422,16422,High density lipoprotein cholesterol high,adverse
16423,16423,High density lipoprotein cholesterol increased,adverse
16424,16424,High density lipoprotein increased,adverse
16425,16425,Increased HDL,adverse
16426,16426,Raised HDL,adverse
16427,16427,Alpha-lipoprotein increased,adverse
16428,16428,HDL cholesterol increased,adverse
16429,16429,HDL2 cholesterol increased,adverse
16430,16430,High fetal head at term,adverse
16431,16431,High foetal head,adverse
16432,16432,"High head at term, antepartum",adverse
16433,16433,"High head at term, delivered",adverse
16434,16434,High fetal head,adverse
16435,16435,High foetal head at term,adverse
16436,16436,High grade B-cell lymphoma Burkitt-like lymphoma,adverse
16437,16437,High grade B-cell lymphoma Burkitt-like lymphoma NOS,adverse
16438,16438,Small noncleaved cell non-Burkitt's lymphoma (Working Formulation),adverse
16439,16439,High grade B-cell lymphoma Burkitt-like lymphoma recurrent,adverse
16440,16440,Small non-cleaved follicular center cell lymphoma recurrent,adverse
16441,16441,High grade B-cell lymphoma Burkitt-like lymphoma refractory,adverse
16442,16442,Hilar lymphadenopathy,adverse
16443,16443,Lymphadenopathy hilar,adverse
16444,16444,Broken hip,adverse
16445,16445,Fractured hip,adverse
16446,16446,Hip fracture,adverse
16447,16447,Hirsuitism,adverse
16448,16448,Hirsutism,adverse
16449,16449,Idiopathic hirsutism,adverse
16450,16450,Hirudiniasis,adverse
16451,16451,Histiocytosis,adverse
16452,16452,Acute histoplasmosis,adverse
