	id	Topic_Num	Topic_Perc_Contribu	Topic_Keywords	Origin_Text	Text
69	13287	1.0	0.2962	number, effect, estim, case, women, level, intervent, health, total, region	Antibodies to neuronal antigens in cerebellar syndromes   Sera were screened by routine immunohistochemistry on frozen sections of rat cerebellum and positive staining patterns1 were confirmed, as appropriate, by western blotting on rat cerebellar extracts or recombinant Hu or Yo polypeptides. VGCC antibodies were measured by immunoprecipitation of 125I--conotoxin MVIIC-labelled VGCCs extracted from human cerebellum,  2   and antibodies to glutamic acid decarboxylase measured with a commercial kit  (RSR Ltd, Cardiff, UK) .	['antibodi', 'neuron', 'antigen', 'cerebellar', 'syndrom', 'sera', 'screen', 'routin', 'freez', 'section', 'rat', 'cerebellum', 'posit', 'stain', 'pattern', 'confirm', 'appropri', 'western', 'blot', 'rat', 'cerebellar', 'extract', 'recombin', 'hu', 'yo', 'polypeptid', 'vgcc', 'antibodi', 'measur', 'conotoxin', 'mviic', 'label', 'vgccs', 'extract', 'human', 'cerebellum', 'antibodi', 'glutam', 'acid', 'decarboxylas', 'measur', 'commerci', 'kit', 'rsr', 'cardiff', 'uk']
70	15326	1.0	0.2934	number, effect, estim, case, women, level, intervent, health, total, region	Direct health-care costs attributable to physical inactivity paid by the public sector, private sector, and households, by country and WHO region  (in 1000 Int$, 2013)	['direct', 'health', 'care', 'cost', 'attribut', 'physic', 'inact', 'pay', 'public', 'sector', 'privat', 'sector', 'household', 'countri', 'region', 'int']
71	12833	1.0	0.2926	number, effect, estim, case, women, level, intervent, health, total, region	Ranking of research priorities for development of interventions to reduce stillbirths in low-income and middle-income countries	['rank', 'research', 'prioriti', 'develop', 'intervent', 'reduc', 'stillbirth', 'low', 'incom', 'middl', 'incom', 'countri']
72	41074	1.0	0.2908	number, effect, estim, case, women, level, intervent, health, total, region	Rankings of research priorities for implementation of interventions to reduce stillbirths in low-income and middle-income countries by 2015	['rank', 'research', 'prioriti', 'implement', 'intervent', 'reduc', 'stillbirth', 'low', 'incom', 'middl', 'incom', 'countri']
73	21627	1.0	0.2908	number, effect, estim, case, women, level, intervent, health, total, region	Worldwide official development assistance to maternal, newborn, and child health by type of aid and purpose of projects between 2003 and 2006	['worldwid', 'offici', 'develop', 'assist', 'matern', 'newborn', 'child', 'health', 'type', 'aid', 'purpos', 'project']
74	21941	1.0	0.2908	number, effect, estim, case, women, level, intervent, health, total, region	Official development assistance to reproductive health to the 74 Countdown priority countries by type of aid and purpose of projects, 200910	['offici', 'develop', 'assist', 'reproduct', 'health', 'countdown', 'prioriti', 'countri', 'type', 'aid', 'purpos', 'project']
75	6762	1.0	0.2873	number, effect, estim, case, women, level, intervent, health, total, region	OPA responses 1 month after booster vaccination with PHiD-CV and DTPa-HBV-IPV/Hib with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	['opa', 'respons', 'month', 'booster', 'vaccin', 'phid', 'cv', 'dtpa', 'hbv', 'ipv', 'hib', 'prophylact', 'administr', 'paracetamol', 'atp', 'immunogen', 'cohort']
76	37145	1.0	0.2862	number, effect, estim, case, women, level, intervent, health, total, region	Estimated number of neonatal deaths in 75 countries by region that could be averted by universal  (99% coverage)  delivery of all  *   evidence-based interventions	['estim', 'number', 'neonat', 'death', 'countri', 'region', 'avert', 'univers', 'coverag', 'deliveri', 'evid', 'base', 'intervent']
77	13848	1.0	0.2862	number, effect, estim, case, women, level, intervent, health, total, region	Percentage distribution of women in developing countries using modern contraceptives, by type of method, region and subregion, and country income, in 2003, 2008, and 2012	['percentag', 'distribut', 'women', 'develop', 'countri', 'modern', 'contracept', 'type', 'method', 'region', 'subregion', 'countri', 'incom']
78	6758	1.0	0.2852	number, effect, estim, case, women, level, intervent, health, total, region	Antipneumococcal IgG antibody responses 1 month after primary vaccination with PHiD-CV, DTPa-HBV-IPV/Hib, and human rotavirus vaccine with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	['igg', 'antibodi', 'respons', 'month', 'primari', 'vaccin', 'phid', 'cv', 'dtpa', 'hbv', 'ipv', 'hib', 'human', 'rotavirus', 'vaccin', 'prophylact', 'administr', 'paracetamol', 'atp', 'immunogen', 'cohort']
79	12387	1.0	0.2834	number, effect, estim, case, women, level, intervent, health, total, region	Estimated annual running costs of delivering treatment interventions for child survival at 2000 coverage levels and universal coverage levels	['estim', 'annual', 'run', 'cost', 'deliv', 'treatment', 'intervent', 'child', 'surviv', 'coverag', 'level', 'univers', 'coverag', 'level']
80	7225	1.0	0.2828	number, effect, estim, case, women, level, intervent, health, total, region	Neglected low-cost opportunities and high-cost interventions in south Asia and sub-Saharan Africa	['neglect', 'low', 'cost', 'opportun', 'high', 'cost', 'intervent', 'south', 'asia', 'sub', 'saharan', 'africa']
81	21050	1.0	0.2825	number, effect, estim, case, women, level, intervent, health, total, region	Estimates and uncertainty intervals of the number of MWRA  (millions)  aged 1549 years, for total contraceptive use, unmet need, total demand, and unmet need for modern methods, for 2010 and 2015	['estim', 'uncertainti', 'interv', 'number', 'mwra', 'million', 'age', 'year', 'total', 'contracept', 'use', 'unmet', 'need', 'total', 'demand', 'unmet', 'need', 'modern', 'method']
82	40854	1.0	0.2822	number, effect, estim, case, women, level, intervent, health, total, region	Serum-antibody concentrations against capsular polysaccharide of Haemophilus influenzae type b  (PRP)  in Chilean infants given different primary immunisation regimens of PRP-T and PRP-CRM197 conjugate vaccines	['serum', 'antibodi', 'concentr', 'capsular', 'polysaccharid', 'haemophilus', 'influenza', 'type', 'prp', 'chilean', 'infant', 'give', 'differ', 'primari', 'immunis', 'regimen', 'prp', 'prp', 'crm', 'conjug', 'vaccin']
83	37447	1.0	0.2812	number, effect, estim, case, women, level, intervent, health, total, region	Estimated odds ratios  (95% CI)  for prevalence of respiratory symptoms and decrease in peak expiratory flow  (PEF)  with increase in air pollutants in children with BHR and relatively low serum total IgE  (n=67)	['estim', 'odd', 'ratio', 'ci', 'preval', 'respiratori', 'symptom', 'decreas', 'peak', 'expiratori', 'flow', 'pef', 'increas', 'air', 'pollut', 'children', 'bhr', 'relat', 'low', 'serum', 'total', 'ige']
84	16262	1.0	0.281	number, effect, estim, case, women, level, intervent, health, total, region	Official development assistance to maternal, newborn, and child health by donor for the 68 Countdown priority countries, 200308	['offici', 'develop', 'assist', 'matern', 'newborn', 'child', 'health', 'donor', 'countdown', 'prioriti', 'countri']
85	35555	1.0	0.2799	number, effect, estim, case, women, level, intervent, health, total, region	Change in numbers of sexual partners and prevalence of sexual practices, behaviours, and attitudes in Natsal-3 and Natsal-1 relative to Natsal-2, by sex	['chang', 'number', 'sexual', 'partner', 'preval', 'sexual', 'practic', 'behaviour', 'attitud', 'natsal', 'natsal', 'relat', 'natsal', 'sex']
86	26766	1.0	0.2791	number, effect, estim, case, women, level, intervent, health, total, region	Birthweights of children born to mothers with chronic pregnancy-associated P falciparum malariaaccording to mothers' plasma IgG concentration with specificity for type of VSA	['birthweight', 'children', 'bear', 'mother', 'chronic', 'pregnanc', 'associ', 'falciparum', 'mother', 'plasma', 'igg', 'concentr', 'specif', 'type', 'vsa']
87	37448	1.0	0.27899999999999997	number, effect, estim, case, women, level, intervent, health, total, region	Estimated odds ratios for prevalence of respiratory symptoms and decrease in peak expiratory flow  (PEF)  with increase in air pollutants in children without BHR but with relatively high serum total IgE  (n=104)	['estim', 'odd', 'ratio', 'preval', 'respiratori', 'symptom', 'decreas', 'peak', 'expiratori', 'flow', 'pef', 'increas', 'air', 'pollut', 'children', 'bhr', 'relat', 'high', 'serum', 'total', 'ige']
88	32236	1.0	0.27899999999999997	number, effect, estim, case, women, level, intervent, health, total, region	AUC of the Different Parameters After the Ingestion of a Phenol-Rich Olive Oil Meal  (400 ppm)  as Compared to a Low Phenol Olive Oil Meal  (80 ppm)	['auc', 'differ', 'paramet', 'ingest', 'phenol', 'rich', 'oliv', 'oil', 'meal', 'ppm', 'compar', 'low', 'phenol', 'oliv', 'oil', 'meal', 'ppm']
89	16219	1.0	0.2782	number, effect, estim, case, women, level, intervent, health, total, region	Estimated preterm birth rates and total number of preterm births for 2010, by Millennium Development Goal region	['estim', 'preterm', 'birth', 'rat', 'total', 'number', 'preterm', 'birth', 'millennium', 'develop', 'goal', 'region']
90	40999	1.0	0.2782	number, effect, estim, case, women, level, intervent, health, total, region	Serum concentrations of antibodies against individual pneumococcal vaccine serotypes and protein D one month after the third protein D conjugate vaccine dose and before and 1 month after booster vaccination*	['serum', 'concentr', 'antibodi', 'individu', 'pneumococc', 'vaccin', 'serotyp', 'protein', 'month', 'protein', 'conjug', 'vaccin', 'dose', 'month', 'booster', 'vaccin']
91	37445	1.0	0.2782	number, effect, estim, case, women, level, intervent, health, total, region	Estimated odds ratios  (95% CI)  for prevalence of respiratory symptoms and decrease in peak expiratory flow  (PEF)  with increase in air pollutants in children with BHR and relatively high serum total IgE  (n=121)	['estim', 'odd', 'ratio', 'ci', 'preval', 'respiratori', 'symptom', 'decreas', 'peak', 'expiratori', 'flow', 'pef', 'increas', 'air', 'pollut', 'children', 'bhr', 'relat', 'high', 'serum', 'total', 'ige']
92	6760	1.0	0.2774	number, effect, estim, case, women, level, intervent, health, total, region	Antibody responses after primary vaccination with PHiD-CV, DTPa-HBV-IPV/Hib, and human rotavirus vaccine with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	['antibodi', 'respons', 'primari', 'vaccin', 'phid', 'cv', 'dtpa', 'hbv', 'ipv', 'hib', 'human', 'rotavirus', 'vaccin', 'prophylact', 'administr', 'paracetamol', 'atp', 'immunogen', 'cohort']
93	13953	1.0	0.2765	number, effect, estim, case, women, level, intervent, health, total, region	Percentage of ever-partnered women reporting selected symptoms of ill health  *   according to experience of physical or sexual violence, or both, by an intimate partner, by site	['percentag', 'partner', 'women', 'report', 'select', 'symptom', 'ill', 'health', 'accord', 'experi', 'physic', 'sexual', 'violenc', 'intim', 'partner', 'site']
94	38080	1.0	0.2765	number, effect, estim, case, women, level, intervent, health, total, region	Median price ratios  *   of originator brands and lowest-priced generics in the private sector, and of lowest-priced generics in the public sector, by WHO Region	['median', 'price', 'ratio', 'origin', 'brand', 'lowest', 'price', 'generic', 'privat', 'sector', 'lowest', 'price', 'generic', 'public', 'sector', 'region']
95	6763	1.0	0.2765	number, effect, estim, case, women, level, intervent, health, total, region	Antibody responses after booster vaccination with PHiD-CV and DTPa-HBV-IPV/Hib with or without prophylactic antipyretic administration  (ATP immunogenicity cohort)	['antibodi', 'respons', 'booster', 'vaccin', 'phid', 'cv', 'dtpa', 'hbv', 'ipv', 'hib', 'prophylact', 'antipyret', 'administr', 'atp', 'immunogen', 'cohort']
96	40305	1.0	0.2752	number, effect, estim, case, women, level, intervent, health, total, region	Comparison of mean adjusted death rate, mean number of acute-care hospital beds, mean number of surgeons, and mean total Medicare-enrollee reimbursements by regions of high, middle, and low adjusted surgical intensity at the end of life	['comparison', 'mean', 'adjust', 'death', 'rate', 'mean', 'number', 'acut', 'care', 'hospit', 'bed', 'mean', 'number', 'surgeon', 'mean', 'total', 'medicar', 'enrolle', 'reimburs', 'region', 'high', 'middl', 'low', 'adjust', 'surgic', 'intens', 'end', 'life']
97	6759	1.0	0.275	number, effect, estim, case, women, level, intervent, health, total, region	OPA responses 1 month after primary vaccination with PHiD-CV, DTPa-HBV-IPV/Hib, and human rotavirus vaccine with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	['opa', 'respons', 'month', 'primari', 'vaccin', 'phid', 'cv', 'dtpa', 'hbv', 'ipv', 'hib', 'human', 'rotavirus', 'vaccin', 'prophylact', 'administr', 'paracetamol', 'atp', 'immunogen', 'cohort']
98	37394	1.0	0.275	number, effect, estim, case, women, level, intervent, health, total, region	Proportion of women with polycystic ovaries, mother's weight, body-mass index, and mean concentrations of plasma LH and testosterone according to birthweight among women whose mothers' weight in pregnancy was above 58 kg  (median)	['proport', 'women', 'polycyst', 'ovari', 'mother', 'weight', 'bodi', 'mass', 'index', 'mean', 'concentr', 'plasma', 'lh', 'testosteron', 'accord', 'birthweight', 'women', 'mother', 'weight', 'pregnanc', 'median']
99	16271	1.0	0.2748	number, effect, estim, case, women, level, intervent, health, total, region	Analysis of association between receipt of financial assistance from Janani Suraksha Yojana and intervention coverage and health outcomes by use of three analytical approaches at the national level	['analysi', 'associ', 'receipt', 'financi', 'assist', 'janani', 'suraksha', 'yojana', 'intervent', 'coverag', 'health', 'outcom', 'use', 'analyt', 'approach', 'nation', 'level']
100	38521	2.0	0.3092	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment efficacy at week 36 for the modified intention-to-treat population in the open-label period and at week 88 for the modified intention-to-treat subpopulations in the double-blind period	['treatment', 'efficaci', 'week', 'modifi', 'intent', 'treat', 'popul', 'open', 'label', 'period', 'week', 'modifi', 'intent', 'treat', 'subpopul', 'doubl', 'blind', 'period']
101	50800	2.0	0.3043	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Overview of treatment-emergent adverse events grade 12  (occurring in 10% of patients) , all grade 3 and worse adverse events, and all serious adverse events	['overview', 'treatment', 'emerg', 'advers', 'event', 'grade', 'occur', 'patient', 'grade', 'wors', 'advers', 'event', 'advers', 'event']
102	45521	2.0	0.3008	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Most common adverse events, grade 3 or worse adverse events, and serious adverse events during the overall treatment period  (neoadjuvant and adjuvant)	['common', 'advers', 'event', 'grade', 'wors', 'advers', 'event', 'advers', 'event', 'overal', 'treatment', 'period', 'neoadjuv', 'adjuv']
103	46196	2.0	0.2978	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Drug-related adverse events occurring at any grade in at least 10% of patients, or at grade 3 or higher in any patients in either group, from the start of treatment to 30 days after the end of treatment  (safety population)	['drug', 'relat', 'advers', 'event', 'occur', 'grade', 'patient', 'grade', 'higher', 'patient', 'group', 'start', 'treatment', 'day', 'end', 'treatment', 'safeti', 'popul']
104	48451	2.0	0.29	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Drug-related treatment-emergent adverse events by MedDRA system organ class and preferred term in the first on-study chemotherapy cycle  (safety population)	['drug', 'relat', 'treatment', 'emerg', 'advers', 'event', 'meddra', 'organ', 'class', 'prefer', 'term', 'studi', 'chemotherapi', 'cycl', 'safeti', 'popul']
105	6454	2.0	0.289	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events and treatment-emergent drug-related adverse events  *    (safety population)	['treatment', 'emerg', 'advers', 'event', 'treatment', 'emerg', 'drug', 'relat', 'advers', 'event', 'safeti', 'popul']
106	50527	2.0	0.2869	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Adverse events  (any grade)  experienced by 15% or more of patients in either treatment group, and CTCAE grade 3 or higher events occurring in 3% or more of patients in either group	['advers', 'event', 'grade', 'experi', 'patient', 'treatment', 'group', 'ctcae', 'grade', 'higher', 'event', 'occur', 'patient', 'group']
107	33291	2.0	0.2866	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	MedDRA Summary of Treatment Emergent Adverse Events Occurring in >3% in Either Treatment Group by Primary System Organ Class and Preferred Term: All Subjects Population	['meddra', 'summari', 'treatment', 'emerg', 'advers', 'event', 'occur', 'treatment', 'group', 'primari', 'organ', 'class', 'prefer', 'term', 'subject', 'popul']
108	36633	2.0	0.2844	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Safety endpoints and treatment-emergent adverse events of special interest, by treatment assignment over weeks 010  (study part 1)  and weeks 1020  (study part 2)	['safeti', 'endpoint', 'treatment', 'emerg', 'advers', 'event', 'special', 'treatment', 'assign', 'week', 'studi', 'week', 'studi']
109	25628	2.0	0.2836	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events possibly or probably related to treatment in at least 1% of patients  (intention-to-treat population)	['treatment', 'emerg', 'advers', 'event', 'possibl', 'probabl', 'relat', 'treatment', 'patient', 'intent', 'treat', 'popul']
110	10563	2.0	0.2836	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events occurring in 10% or more of patients in either group during the double-blind period  (safety population)	['treatment', 'emerg', 'advers', 'event', 'occur', 'patient', 'group', 'doubl', 'blind', 'period', 'safeti', 'popul']
111	37923	2.0	0.2828	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events in every treatment group during the 12-week treatment period  (safety population)	['treatment', 'emerg', 'advers', 'event', 'treatment', 'group', 'week', 'treatment', 'period', 'safeti', 'popul']
112	45608	2.0	0.2818	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Grade 12 adverse events occurring in 10% or more of patients and all grade 35 adverse events in the fulvestrant plus palbociclib safety population  (all causalities and all cycles)	['grade', 'advers', 'event', 'occur', 'patient', 'grade', 'advers', 'event', 'fulvestr', 'plus', 'palbociclib', 'safeti', 'popul', 'causal', 'cycl']
113	50966	2.0	0.2818	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events reported by 2% of patients in either treatment group during the double-blind maintenance period	['treatment', 'emerg', 'advers', 'event', 'report', 'patient', 'treatment', 'group', 'doubl', 'blind', 'mainten', 'period']
114	31943	2.0	0.2791	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Overall Incidence of AEs, Discontinuations Due to AEs, and AEs Occurring in 2% of Patients During the Double-Blind Treatment Period  (Safety Population, n = 672)	['overal', 'incid', 'ae', 'ae', 'ae', 'occur', 'patient', 'doubl', 'blind', 'treatment', 'period', 'safeti', 'popul']
115	40231	2.0	0.2782	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Recurrence-free survival, distant metastasis-free survival, and overall survival in the intention-to-treat population	['recurr', 'free', 'surviv', 'distant', 'metastasi', 'free', 'surviv', 'overal', 'surviv', 'intent', 'treat', 'popul']
116	25536	2.0	0.2755	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	All serious adverse events, adverse events occurring in 10% or more of patients in any treatment group, and adverse events of special interest	['advers', 'event', 'advers', 'event', 'occur', 'patient', 'treatment', 'group', 'advers', 'event', 'special']
117	48222	2.0	0.2748	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Most common adverse events leading to everolimus and exemestane discontinuation, dose adjustment, or dose interruption, with suspected relation to everolimus  (safety population, n=92)	['common', 'advers', 'event', 'lead', 'everolimus', 'exemestan', 'discontinu', 'dose', 'adjust', 'dose', 'interrupt', 'suspect', 'relat', 'everolimus', 'safeti', 'popul']
118	47330	2.0	0.2747	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Adverse events  *   of more than 2% difference between treatment groups  (for all grade adverse events)  and adverse events of CTC grade 3  (EFS population)	['advers', 'event', 'differ', 'treatment', 'group', 'grade', 'advers', 'event', 'advers', 'event', 'ctc', 'grade', 'ef', 'popul']
119	25594	2.0	0.2737	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Serious adverse events and most common adverse events related or possibly related to treatment  (ITT population)	['advers', 'event', 'common', 'advers', 'event', 'relat', 'possibl', 'relat', 'treatment', 'itt', 'popul']
120	45343	2.0	0.2711	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-related adverse events of any grade reported in at least 10% of patients and all grade 34 events in 78 patients who received nivolumab	['treatment', 'relat', 'advers', 'event', 'grade', 'report', 'patient', 'grade', 'event', 'patient', 'receiv', 'nivolumab']
121	38128	2.0	0.2693	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events group in all participants who received 1 dose of study drug  (occurring in 5% in either treatment)	['treatment', 'emerg', 'advers', 'event', 'group', 'particip', 'receiv', 'dose', 'studi', 'drug', 'occur', 'treatment']
122	50419	2.0	0.2685	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events, irrespective of association with study drug, by preferred term  *   and treatment  (safety set)	['treatment', 'emerg', 'advers', 'event', 'irrespect', 'associ', 'studi', 'drug', 'prefer', 'term', 'treatment', 'safeti', 'set']
123	47541	2.0	0.2685	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Most common adverse events by treatment group, reported by 15% of patients at any grade or by 3% of patients at grade 3 severity  (safety population)   *	['common', 'advers', 'event', 'treatment', 'group', 'report', 'patient', 'grade', 'patient', 'grade', 'sever', 'safeti', 'popul']
124	45555	2.0	0.2685	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Drug-related adverse events  (10% of patients in either treatment group with grade 12 and all grade 3 adverse events; NCI CTCAE 3.0)	['drug', 'relat', 'advers', 'event', 'patient', 'treatment', 'group', 'grade', 'grade', 'advers', 'event', 'nci', 'ctcae']
125	51305	2.0	0.2685	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-related select adverse events and treatment-related adverse events leading to discontinuation of both study drugs	['treatment', 'relat', 'select', 'advers', 'event', 'treatment', 'relat', 'advers', 'event', 'lead', 'discontinu', 'studi', 'drug']
126	6337	2.0	0.2675	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Summary of total adverse events and treatment-related adverse events through week 96 in the safety maintenance population	['summari', 'total', 'advers', 'event', 'treatment', 'relat', 'advers', 'event', 'week', 'safeti', 'mainten', 'popul']
127	50386	2.0	0.2671	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Grade 3 or 4 and serious adverse events and reactions, and adverse events leading to quinacrine discontinuation or dose reduction	['grade', 'advers', 'event', 'reaction', 'advers', 'event', 'lead', 'quinacrin', 'discontinu', 'dose', 'reduct']
128	46849	2.0	0.2657	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Overall survival in all randomly allocated patients who received at least one dose of study treatment in the intention-to-treat population	['overal', 'surviv', 'random', 'alloc', 'patient', 'receiv', 'dose', 'studi', 'treatment', 'intent', 'treat', 'popul']
129	46268	2.0	0.2653	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Adverse events reported by 10% or more patients for grades 1 and 2 and all adverse events for grades 35  (safety population)	['advers', 'event', 'report', 'patient', 'grade', 'advers', 'event', 'grade', 'safeti', 'popul']
130	46088	2.0	0.265	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Adverse events of 10% incidence in either treatment group or grade 3, 4 adverse events of 05% incidence in either treatment group  (safety set)	['advers', 'event', 'incid', 'treatment', 'group', 'grade', 'advers', 'event', 'incid', 'treatment', 'group', 'safeti', 'set']
131	46091	2.0	0.2646	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Drug-related adverse events  (10% of patients in either treatment group with grade 12 and all grade 3 adverse events) .	['drug', 'relat', 'advers', 'event', 'patient', 'treatment', 'group', 'grade', 'grade', 'advers', 'event']
132	12853	2.0	0.2643	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Grade 3 and 4 adverse events  *   experienced by 2% or more of patients and adverse events leading to treatment discontinuation, after randomisation to rituximab maintenance or observation	['grade', 'advers', 'event', 'experi', 'patient', 'advers', 'event', 'lead', 'treatment', 'discontinu', 'randomis', 'rituximab', 'mainten', 'observ']
133	46173	2.0	0.2639	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Common adverse events  (10% in either treatment group)  reported up to 28 days after study drug discontinuation  (safety population)	['common', 'advers', 'event', 'treatment', 'group', 'report', 'day', 'studi', 'drug', 'discontinu', 'safeti', 'popul']
134	13214	2.0	0.2639	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events  (MedDRA HLT or PT)  occurring in 5% or more of patients in the placebo or combined dupilumab doses groups  *	['treatment', 'emerg', 'advers', 'event', 'meddra', 'hlt', 'pt', 'occur', 'patient', 'placebo', 'combin', 'dupilumab', 'dose', 'group']
135	40804	2.0	0.2621	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Overview of incidence of treatment-emergent adverse events by treatment at adverse event onset by system organ class	['overview', 'incid', 'treatment', 'emerg', 'advers', 'event', 'treatment', 'advers', 'event', 'onset', 'organ', 'class']
136	39071	2.0	0.2621	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Overall incidence of treatment-emergent adverse events occurring in 10% or more of patients who received one or more doses of study drug	['overal', 'incid', 'treatment', 'emerg', 'advers', 'event', 'occur', 'patient', 'receiv', 'dose', 'studi', 'drug']
137	46331	2.0	0.262	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Overview of adverse events, classified by Common Terminology Criteria for Adverse Events  (version 3.0)  in all patients who received at least one dose of study drug	['overview', 'advers', 'event', 'classifi', 'common', 'terminolog', 'criteria', 'advers', 'event', 'version', 'patient', 'receiv', 'dose', 'studi', 'drug']
138	47132	2.0	0.2618	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Incidence of grade 35 adverse events occurring in 2% or more of patients given chemotherapy with or without bevacizumab after disease progression following first-line bevacizumab-based treatment  (safety population  *  )	['incid', 'grade', 'advers', 'event', 'occur', 'patient', 'give', 'chemotherapi', 'bevacizumab', 'diseas', 'progress', 'follow', 'line', 'bevacizumab', 'base', 'treatment', 'safeti', 'popul']
139	25629	2.0	0.2616	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events leading to discontinuation of treatment  (intention-to-treat population)	['treatment', 'emerg', 'advers', 'event', 'lead', 'discontinu', 'treatment', 'intent', 'treat', 'popul']
140	10624	2.0	0.2609	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Virological response over time  (RVR and SVR12) , and on-treatment failure and relapse, according to treatment group in the intention-to-treat population	['virolog', 'respons', 'time', 'rvr', 'svr', 'treatment', 'failur', 'relaps', 'accord', 'treatment', 'group', 'intent', 'treat', 'popul']
141	46370	2.0	0.2609	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Most common  (10%)  treatment-emergent adverse events by study group and preferred term  (safety population)	['common', 'treatment', 'emerg', 'advers', 'event', 'studi', 'group', 'prefer', 'term', 'safeti', 'popul']
142	40452	2.0	0.2597	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Overview of treatment-emergent adverse events  (MedDRA preferred terms)  and injection-site reactions  (MeDRA high-level terms)  in the safety population	['overview', 'treatment', 'emerg', 'advers', 'event', 'meddra', 'prefer', 'term', 'inject', 'site', 'reaction', 'medra', 'high', 'level', 'term', 'safeti', 'popul']
143	25551	2.0	0.2597	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events leading to discontinuation of study drug in the safety population  (n=2485)	['treatment', 'emerg', 'advers', 'event', 'lead', 'discontinu', 'studi', 'drug', 'safeti', 'popul']
144	25913	2.0	0.2591	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Patients with any adverse event and with grade 34 adverse events related to study treatment  (2-weekly regimen)	['patient', 'advers', 'event', 'grade', 'advers', 'event', 'relat', 'studi', 'treatment', 'week', 'regimen']
145	47430	2.0	0.2579	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Incidence of prespecified treatment-emergent adverse events  (preferred terms)  during the double-blind period  (safety population, n=515)	['incid', 'prespecifi', 'treatment', 'emerg', 'advers', 'event', 'prefer', 'term', 'doubl', 'blind', 'period', 'safeti', 'popul']
146	6655	2.0	0.2579	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Serious adverse events in any treatment group and treatment-emergent adverse events occurring in 5% or more of patients	['advers', 'event', 'treatment', 'group', 'treatment', 'emerg', 'advers', 'event', 'occur', 'patient']
147	6324	2.0	0.2579	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-emergent adverse events of any grade reported in at least 10% of patients in either group in the safety population	['treatment', 'emerg', 'advers', 'event', 'grade', 'report', 'patient', 'group', 'safeti', 'popul']
